"id","restaurant","Review","Price","web","Writer","VisitDate"
107,"LE BISTRO","One thing's for sure when you dine at Le Bistro: The food on the plate will always be impeccably prepared. In fact, because chef-owner Alan Takasaki insists on consistency and quality, the restaurant's menu of classic and modern French-inspired dishes hasn't changed much since it opened in 2001. And that's just fine with loyal diners, who stop in regularly for their favorites such as the French onion soup, beef quartet and apple tarte tatin. The lineup reflects influences from early in Takasaki's career when he worked in France and then Germany during the 1980s. The quaint venue is comfortable yet formal enough to celebrate special occasions, and the waitstaff enhances the experience with its attentive, knowledgeable service. Other recommendations: wine-braised short ribs, rack of lamb, escargot, tartare of ahi.","$$$$",,,
108,"LEGEND SEAFOOD RESTAURANT","At Legend you'll be treated to a wide variety of dim sum by day and the freshest seafood by night. Legend rotates its dim sum menu every two to three weeks, often executing fresh recipes to add to the dumpling lineup. This summer, for instance, heavenly small buns were deep fried and cooked with condensed milk. For evening fare, expect only the freshest of seafood. Chefs aren't wedded to advance plans they tailor their menu to what's at the market. Fresh mussels are sometimes flown in from Seattle or New Zealand, served in garlic or black bean sauce. For all that improvising, several mainstays are customer favorites: deep-fried taro and mochi puffs, joong (sweet rice laced with roast pork), shrimp or scallop look funn, chicken feet, seafood in a taro basket, tea-smoked chicken, and kau yuk by request. On Saturdays and Sundays, enjoy crispy chicken and roast barbecue ribs.","$$","www.legendseafoodhonolulu.com",,
109,"LILIHA BAKERY & COFFEE SHOP","We're cuckoo for Liliha's famous Coco Puffs, fresh pastries and cakes, and its charming diner counter straight out of the '50s. The simple things make this longtime landmark a pleasure: pulling a number at the bakery case sitting at the counter with a cup of coffee, watching your burger on the grill that amazing grilled butter roll with neon-red jelly that comes with each meal. Perennial top sellers: the loco moco, hamburger steak, hotcakes and grilled mahimahi. Liliha's second location, which opened in July in the former Sam Choy's on Nimitz Highway, is a modernized restaurant with 150 seats, compared with 21 at the original bakery. Its menu is expanded as well, offering new items such as roast pork, baby back ribs and prime rib. Top sellers here are the loco moco, omelet, beef cutlet and pork cutlet.","$","www.lilihabakeryhawaii.com",,
110,"LITTLE SHEEP MONGOLIAN HOT POT","Flavor and variety are the operative words at this international hot-pot restaurant from China that leaves everyone at the table feeling satisfied and soothed. Start with a choice of broths, from a signature herbal version boasting dozens of herbs and spices, to spicy broths chock-full of dried chilies for which diners can pick their level of heat. A dipping condiment bar of ponzu and other sauces adds another layer of flavor. Protein options include more than three dozen beef, chicken, pork and seafood selections, not to mention the lamb featured in the venue's name. Beyond the standard thinly sliced meats, think sausage, fishcake and an array of meatballs. Then there's a short list of dumplings, a tofu menu (soft, sponge, fried, etc.) and a lengthy (no pun intended) noodle menu. As for vegetables, suffice it to say there's something for everyone, from varieties of mushrooms to lotus and taro root, and a host of greens, from standard won bok to exotic chrysanthemum greens. No matter where you go for hot-pot dining, sliced meats will always deliver, but the lamb meatballs are a distinctive, delicious option here, and tiger shrimp takes on wonderful hues of flavor from the broths. For beverages, find a lineup of hot and cold teas, and a much-lauded watermelon juice, refreshing relief when partaking of the spicy broth. Budget-conscious diners will love the $12.95 lunch special, with attentive servers adding appeal for those on a quick break.","$-$$$","www.littlesheephotpot.com",,
111,"LITTLE VILLAGE NOODLE HOUSE","Big flavors abound at this Chinatown hot spot, a hit for its fresh take on Chinese cuisine, cheerful ambience and convenient parking. The decor is whimsical - there's even a soundtrack of chirping birds - while the food is seriously delicious. Mostly Northern Chinese in style, dishes are marked with use of spices rather than gravies, but there are familiar Cantonese offerings. Recommended: honey walnut shrimp, dried string beans in chili garlic sauce, crisp and spicy pan-fried beef and Volcano Pork Chop. New and well-received dishes: scallops served over baby spinach, Sizzling Teri Rib-Eye Steak, Portobello Mushroom Snow Pea Stir-fry and Duck Leg Ramen, braised duck with kai choy in wonton soup over ramen.","$$","www.littlevillagehawaii.com",,
112,"LIVESTOCK",,,,,
113,"LUCKY BELLY","A deceptively short menu belies the delight you'll find at this venue that serves up thoughtful, thoroughly delicious fare for lunch and dinner, as well as late night, in Chinatown. Much has been said of the Lucky Bowl, wakame ramen in a thick pork broth topped with a soft egg. There is also a meat lover's Belly Bowl with pork belly, bacon and sausage, and the Beast Bowl of brisket, short rib and oxtail wonton. But that's just part of the menu. Hefty appetizers include crabcakes, pork belly bao, oxtail dumplings and lamb lumpia. Recommended: brown butter gnocchi made with sage, four kinds of mushrooms, Ho Farms cherry tomatoes and lemon juice. New to the menu is a lobster siu mai appetizer, embellished with Meyer lemon beurre blanc and edamame puree.","$-$$","www.luckybelly.com",,
114,"LUIBUENO'S MEXICAN & LATIN CUISINE","If you're craving a good Baja-style fish taco, look no further than this North Shore hangout. Luibueno's does it right, with crisp beer-battered fish, cabbage, cilantro, cheese, red roasted salsa and white sauce. Also established customer favorites are the blackened (seared) ahi and carne asada tacos. Wash it down with a stellar margarita try li hing, tamarind or classic. Owners Luis and Taryn Silva strive to share the cuisine of Luis' Mexican heritage and San Diego upbringing while using fresh local fish and produce. The colorful eatery has a warm, energetic vibe and draws a crowd, especially at happy hour (4-6 p.m. weekdays and 9:30-10:30 p.m. daily). Other favorites: Mama Silva's guacamole, oysters on the half shell, garlic butter steamed clams, and chipotle baby back ribs with Mexican street-style corn. Cap it all off with fried ice cream.","$$-$$$","www.luibueno.com",,
115,"MAC 24/7 BAR + RESTAURANT","This joint beloved by locals is housed in an unlikely location, the Hilton Waikiki Beach Hotel. Nevertheless, big eaters and all their friends frequent the restaurant known for its enormous portions. The lineup of ""Modern American Cooking"" includes such staples as the popular braised short ribs, seared ahi, Hawaiian Huli Chicken, Local Style Fried Rice, and Fried Chicken and Waffles. But MAC 24/7 is best known for its gargantuan pancakes, served all day. Also recommended: Ahi Poke Tacos, Lobster BLT, kale and roasted beet salad, and the Seven-Cheese Mac n Cheese.","$$-$$$","www.mac247waikiki.com",,
116,"MAGURO-YA","Maguro is typically sliced and diced for everyday sashimi and poke, or simply fried on a grill. At Maguro-ya, which takes its name from the Japanese word for tuna, or ahi, the fish is accorded elevated status so that seafood aficionados who proclaim tuna the least interesting of fish will be compelled to rethink their position. Diners can eat like kings during a leisurely lunch here, which might start with fork-tender braised ahi kakuni, then move on to ono ahi ribs marinated in a sauce of shoyu, sake, mirin and garlic, fried to a light crisp with a delicate potato starch crust. This could easily become your next addiction. The presentation is great and there is always plenty to explore, from a la carte to teishoku specialties, whether on the menu or specials posted on the walls throughout the casual restaurant. Chef-owner Goro Ohara takes pride in heading to the fish market every morning for the best available, as well as delivering a change from basic sushi bar fare with specialties flown in from Japan. The adventurous can sample such delicacies as hamo (daggertooth pike conger), megochi (big-eyed flathead) and kisu (sand borer). For a real treat, try the buttery engawa sushi, made from the delicate fin section of the halibut. It's not all about fish. For meat eaters there is pork katsu and grilled steak. Weekly lunch specials are about $12. For that price you might get butterfish belly misoyaki or chicken nanban with pickled vegetables, rice, miso soup and fresh fruit. Finish with warabi mochi, the Japanese pound cake castella, or ice cream.","$$","www.maguro-ya.us",,
117,"MAHALA BURGER",,,,,
118,"MAILE'S THAI BISTRO","Maile's offers an intimate dining experience with dimmed lighting, a full bar and an extensive menu of curries, noodles, stir-fries, seafood, soups and an array of crowd-pleasing appetizers such as the fresh lettuce wraps (with minced chicken and shrimp); Maile Combo Platter of spring rolls, calamari, chicken satay and fish patties and Chicken Trio with satay, fried and angel-wing varieties. Highly recommended are the spicy lemon grass soup with chicken, green papaya salad, pad ka tiem (Thai garlic stir-fry), pad thai (rice noodles with bean sprouts) and pad ki mao (spicy basil noodles). End the night on a sweet note with the sweet condensed milk-filled crepe with coconut ice cream and a drizzling of chocolate. Delicious!","$$","www.mailesthaibistro.com",,
119,"MARIPOSA","Make lunch with friends extra special at Mariposa. Start with the popovers, a can't-lose deal - they're complimentary and delicious. New lunch items include a play on the shrimp cocktail, wherein grilled shrimp are plated over an avocado puree with Maui pineapple; tomato gazpacho garnished with orange fennel and ogo (seaweed) salad and a Waialua asparagus salad dressed with snow crab, speck (cured ham), a pan-fried egg and green peppercorn vinaigrette. If you've run overtime on shopping, take a dinner break with an appetizer of pork belly and seared scallops accompanied by pickled watercress and lilikoi brown butter, and an entree of queso fresco-stuffed roasted chicken breast in aji amarillo sauce served with Peruvian long-grain rice and lentils sprouted in-house.","$$$","www.neimanmarcushawaii.com",,
120,"MEI SUM DIM SUM RESTAURANT","It can be crowded and loud, and the service can leave much to be desired. But Mei Sum is still a go-to for many, offering tasty dim sum, hot and fresh, priced right, all day. Yes, even at night. Go straight for the good stuff: Order the deep-fried garlic soft-shell crab and the deep-fried garlic eggplant. You won't be disappointed. There are so many other good things to eat: Shanghai dumplings, taro puffs, seafood siu mai, spinach and scallop dumplings, mochi rice in lotus leaf, mochi puffs, seaweed rolls, pepper sauce shrimp, char siu bao, shrimp-pork siu mai, look funn ... the list goes on.","$","",,
121,"MICHEL'S AT THE COLONY SURF",,"$$$$","www.michelshawaii.com",,
122,"MILLION RESTAURANT","It's all about the basics. With efficient service, large tables and fluorescent lighting, you can get down to the business of of enjoying the impressive array of side dishes and better cuts of meat, served at an attractive price point. Open until midnight on Fridays and Saturdays, the restaurant takes on a festive atmosphere on weekends, as dating couples, friends and family groups headed to or from a night on the town stop in for good grinds.","$$-$$$",,,
123,"MING'S CHINESE RESTAURANT","Ming's boasts three different menus - Shanghai, Cantonese and Korean - but is known for its Shanghai-authentic xiao long bao, delicately wrapped steamed dumplings filled with flavorful soup and ground pork. If ever in doubt, ask the friendly staffers for recommendations or you could end up with an overly exotic dish too authentic for some local palates. The less daring should go with the boneless chicken cake noodle, orange chicken and roast duck, all of which are tasty and highly recommended.","$$","",,
124,"MITCH'S FISH MARKET & SUSHI BAR","Send adventurous visitors and friends looking for a unique dining experience to Mitch's. The industrial feel can be off-putting at first, but it's easily forgotten once you step inside and see all the beautiful seafood. Dinner reservations are a breeze due to recent renovations, but it's still fun to sit and watch sushi chefs Hideo Mitsui and Masakazu Murakami at work, so call ahead and ask for one of five seats at the actual sushi bar. For $75 per person (two-order minimum), the Chef's Special is a great value for the type of sushi served. Among the delicacies, you get a serving of lobster sashimi - including the head, which is served later in miso soup - plus a taste of toro and whatever fish might be on special that night.","$$-$$$$","www.mitchsushi.com",,
125,"MOLLY'S BBQ & SEAFOOD","At Molly's the choices are simple: ""You want pig, you want cow or you want fish?"" says manager A.J. Whitehurst. There's chicken, too, and his customers are pretty equally divided on preference. For me though, it's the barbecued chicken, followed closely by the ribs. Moist, tender, smoky, succulent - I would go on, but you get it. Whitehurst smokes the meats in a giant contraption parked out front like a signpost: It may as well say, ""Pull over here quick for great Southern barbecue."" Molly's - formerly Molly's Smokehouse - also offers pulled pork and beef brisket from the smoker, as well as fried chicken and catfish, Smothered Pork Chops and jambalaya. Plates come with two sides (I recommend the Cowboy Ranch Beans, a savory alternative to the sweeter baked beans, but you can also get collards, coleslaw or fried okra). Almost everything is made from scratch, from the gumbo to the lemonade, and the TLC shows. Owner Margaret Walker has plans to expand the menu. Right now the ""& Seafood"" part is fairly limited. But I'm perfectly happy with what's there, as any barbecue aficionado would be.","$$","www.mollyssmokehouse.com",,
126,"MONKEYPOD KITCHEN BY MERRIMAN","Peter Merriman has many restaurants on many islands, all ruled by his commitment to local produce, meats and fish. His one Oahu restaurant is in the Ko Olina resort and so draws a high number of tourists, which is an efficient way to teach out-of-towners about our island bounty. Most direct path to the brain is through the stomach, right? They can learn of a place called MA'O Farms that produces the kale and arugula served in refreshing salads - one with Maui onions and mac nuts, the other with blue cheese and Asian pear. They can learn that mushrooms grow in Hamakua and grass-fed beef on the Big Island - one served atop a wood-oven pizza, the other in an all-American cheeseburger. But the tourists aren't the only ones getting the good stuff. Merriman's is a popular west-side venue for locals, too, drawn by the Pumpkin Patch Ravioli (stuffed with roasted squash), Bulgogi Pork Tacos and saimin loaded with toppings.","$$-$$$","www.monkeypodkitchen.com",,
127,"MORIMOTO WAIKIKI","Good news in 2014 for fans of ""Iron Chef"" Masaharu Morimoto and his Waikiki outpost: New items are on the restaurant's distinctive menu. These include a fresh snapper served with mild, Thai-style curry and Morimoto's ""pork chops and applesauce"" (a humorous ""Brady Bunch"" reference), served with an exquisite apple puree, kim chee and bacon. Morimoto deftly blends technique, creativity and an impulse to entertain - an approach that doesn't thrill all diners but rewards those who appreciate his bold humor. For more proof, try the restaurant's version of gyoza embellished with Hamakua tomato sauce and an amazing bacon-flavored foam, the hamachi tacos or ""duck, duck, duck"" (served three ways, as seared duck breast, confit spring roll and in duck meatball soup). If in search of a sure thing, the sushi and sashimi are superb and beautifully presented, while the restaurant, bright and airy, is good for people-watching or taking in sunset from the large lanai. Don't neglect dessert: New items such as a tofu cheesecake infused with lemon grass, ginger and vanilla, charmingly plated and topped with a decorative gold flake, will revive your sense of sight and taste, even after a large meal.","$$$-$$$$","www.morimotowaikiki.com",,
128,"MORIO'S SUSHI BISTRO","Some of the most coveted seats in town belong to this tiny, BYOB sushi bar helmed by the amiable chef Morio Arime, a Japanese fish importer by day. Its 18 seats and two seatings per night are perpetually booked three months out. The draw? Quality, affordable sushi, lovingly prepared by Arime, and a casual, intimate setting where the drinks and laughter flow. If you snag a seat, reserve the omakase course and let Arime spoil you. He may roll out some fatty ahi, buttery hamachi, crunchy clam, sweet abalone or pan-fried hamachi kama. The showstopper is the live lobster sashimi - not for the squeamish, as the still-moving body is presented beside its tasty tail meat. Later, the head and claws are served in an umami-licious miso soup. Omakase here is a deal, with $60 satisfying most appetites. You can also order a la carte besides nigiri and rolls, there are goodies such as katsu skewers, Seafood Dynamite, seared moi and soft-shell crab tempura. Don't forget to bring your own sake or beer. (Arime and staff won't object to you sharing.)","$$-$$$$","",,
129,"MORNING GLASS COFFEE + CAFE","Coffee aficionados islewide have heard about Morning Glass, where the brew is always excellent thanks to a regular supply of fresh roasts from all over the globe. And foodies know the Manoa venue is notable for pushing classic breakfast food into the realm of gourmet. The weekday menu is short and sweet: a house-made English muffin piled with applewood-smoked bacon, local egg, Gruyere, baby arugula and tomato jam; a breakfast burrito of egg, potatoes, roasted peppers and onions, Vermont cheddar and meat, all wrapped in a flour tortilla and steel-cut oats seasoned with sweet spices and topped with caramelized brown sugar and fresh fruit. On weekends, the menu is beefed up with pancakes, skillets, fried rice and omelets. At lunch, look for a lineup that takes the same approach - simple, classic sandwiches using exceptional ingredients. New to Morning Glass: baked doughnuts Thursdays and Fridays, which join the regular monthly events of Burger Night (second Wednesday) and Breakfast Night (last Wednesday). Also, Morning Glass has settled into a space at Fishcake in Kakaako to offer grab-and-go service with all the same delights offered in Manoa.","$","www.morningglasscoffee.com",,
130,"MORTON'S THE STEAKHOUSE","This upscale, Chicago-born global chain boasts that it has the best steak anywhere, and continues trying to prove it with well-marbled, aged USDA prime cuts, such as the 24-ounce porterhouse, a signature 16-ounce New York strip, the Chicago-style prime 22-ounce bone-in rib-eye, and a 48-ounce double porterhouse for two. Its most popular cut, however, is the filet mignon, offered in 6, 8 and 12 ounces. But beyond the beef are other delectable dishes, such as a chilled seafood appetizer of Maine lobster, jumbo shrimp cocktail, jumbo lump crab, Alaskan king crab legs and oysters on the half shell. Desserts are just as decadent - take the classic Morton's souffle, served warm in Grand Marnier.","$$$$","www.mortons.com/honolulu",,
131,"MURPHY'S BAR & GRILL","This honest-to-goodness Irish pub has been serving up pints of Guinness since 1987 when Don Murphy purchased this historic saloon. Back in the day, when it was known as the Royal Hotel, the space was said to have been frequented by royalty and celebrity alike, such as King David Kalakaua and Robert Louis Stevenson. Today, take a seat and get served shepherd's pie, corned beef and cabbage, or fish and chips, dishes that have drawn in lunch and pau hana crowds for decades. There are also burgers, steaks, salads and seafood entrees, and beers on tap, seasonals and beer specials. Customer favorites: Gaelic steak, a New York steak topped with green peppercorn sauce pot roast; Irish Dip Sandwich, sirloin slices on baguette with horseradish mayo and Guinness au jus; and an open-face turkey.","$$","www.murphyshawaii.com",,
132,"MW RESTAURANT","The M is for Michelle, the W for Wade. Wife and husband. Powerhouse team. The opening of MW last year was a highly anticipated foodie event, the two chefs being among the best known on chef Alan Wong's staff. The dining experience lived up to expectations - adventurous and inspired. The two have clearly stepped out of the great man's shadow. Their food embodies the Hawaii Regional Cuisine/farm-fresh movement, but Wade Ueoka further defines it as local comfort food, best exemplified by two soups: Portuguese bean and oxtail. These are not your mama's beans and Ôtails. The bean soup is a Korean hybrid packed with kim chee; the oxtail incorporates corned beef and pork belly. Dynamic local flavors, done right. Ueoka's most popular offering is mochi-crusted opakapaka with somen noodles and a soy-yuzu vinaigrette - a dish with creativity, crackle and class. Dessert is Michelle Karr-Ueoka's territory and she owns it. She has a masterful way with chocolate, but the menu's leading contender is her Tropical Fruit Creamsicle Brulee, a beautiful plate of sorbet, custard, chiffon cake, tapioca pearls and fruit in small, refreshing bites. MW offers afternoon tea on the third Sunday of each month and a daily happy hour from 2 to 5 p.m. featuring $5 plates. Here you can try the ""Spam Musubi"" of mochi-crusted smoked pork meatloaf and a quail egg. Definitely not your mama's musubi.","$$-$$$","www.mwrestaurant.com",,
133,"NANZAN GIROGIRO","The changing of the seasons, the zen of contemplating one's food and tasting its subtleties, and the theater of a chef's work come alive at this contemporary kaiseki restaurant, one of four in the world (others in Japan and Paris). There is no menu to peruse, no choice to make (aside from your drink), just the show and the exquisite food - a value at $58. Diners sit on the perimeter of an open kitchen, watching as the month's menu - six to eight tasting courses reflecting the season in varied textures, flavors and preparations - comes together with precision by chef Yoshi Matsumoto and staff. Each dish is a work of art, presented in earthenware by Kyoto ceramist Nanzan. Honolulu specialties include foie gras manju, Kyoto-style fish broth (suimono changes each month, depending on fish from Tokyo) and a matcha item at dessert. These three are always on the menu, though their styles change. The rest is a surprise.","$$$","www.guiloguilo.com",,
134,"NICO'S AT PIER 38","Nico's has come a long way from its days as a takeout counter pumping out $10 plate lunches. But its mission remains the same: fresh fish, straight from the auction (steps away), at an affordable price. The new restaurant is an airy, modern space right on the water, with an up-close view of the harbor, its fishing boats and cargo ships. A full bar offers wines on tap and indoor and outdoor seating. Chef Nicolas ""Nico"" Chaize and staff still serve lunch classics such as fish and chips, fried ahi belly, beef stew, chicken katsu, his famous cheeseburger and the ever-popular furikake seared ahi. But the chef also flexes his French cooking skills in dishes such as steak frites (seared skirt steak with herbed butter), clams sauteed in white wine, Nicoise salad with blackened ahi, red wine-braised short ribs and bouillabaisse. Also delicious: the catch of the day, poisson cru (Tahitian ceviche), fisherman's stew. Save room for dessert, which is stellar here. Tiramisu, salted caramel cake, lilikoi meringue tart, carrot cake, chocolate cake, apple pie ... it's all good. Looking for a great grab-and-go lunch?â€ˆTry Nico's adjacent fish market, offering tasty poke bowls and Hawaiian food, as well as fresh seafood, in-house smoked fish, beer, wine, cold drinks and snacks.","$-$$","www.nicospier38.com",,
135,"NOBU WAIKIKI","After several years of operation, Nobu Waikiki still holds the promise of rewarding discoveries. For the best experience, trust this restaurant's confident servers to guide you based on your preferences, and pay special attention to off-menu specials. Surprises include broiled king crab leg topped with truffle and panko. It's also worth noting that Nobu is one of a handful of restaurants that treat vegetables as an intrinsic part of the meal - intensifying flavors in a sensual and earthy yet sophisticated manner. A tobanyaki (sizzling platter) of vegetables can be as rewarding as tobanyaki of wagyu beef. If available, Nobu's lobster with a browned butter sauce and vegetables is a splendid illustration of the kitchen's command of technique and presentation. The overall effect is well balanced, leaving diners sated and satisfied. Chef Nobuyuki ""Nobu"" Matsuhisa's Peruvian-influenced approach to preparation rewards over multiple visits - and repeat visits would be necessary to adequately explore the extensive menu of small and large plates, hot and cold items.","$$$$","www.noburestaurants.com/Waikiki",,
136,"NOOK",,,,,
137,"OLIVE TREE CAFE","Simple, honest flavors of the Mediterranean shine at this cozy neighborhood bistro serving arguably the best Greek food on the island. Tangy lemon and yogurt, fresh herbs, fruity olive oil, ripe tomatoes, salty roe, earthy lamb and feta, tanniny grape leaves. Each dish is fresh and made well, from the amazing hummus and baba ghanoush (garlicky roasted-eggplant dip) to the avgolemono (egg lemon soup) and the souvlaki (marinated, grilled kebabs). Go early to snag a seat - it gets crowded - and bring your own wine or beer, or check out the imported bottles at sister shop Oliver next door. Dining alfresco on the bistro tables, surrounded by stringed lights and Greek music, it can feel quite magical, quite far away. Popular: fresh fish souvlaki, hummus, baba ghanoush, mussels ceviche, taramasalata (caviar spread).","$-$$","",,
138,"ONO HAWAIIAN FOODS","Old Hawaii lives on at this Kapahulu hole-in-the-wall, its 10 or so little tables kept bustling day and night by visitors from nearby Waikiki. Prepare for a wait outside - and then a time warp. All your favorite Hawaiian dishes are still served in green cafeteria-style dishes, the walls are plastered with years of autographed photos, news clippings and awards and cash is the only way to pay. The food is classic Hawaiian, from kalua pig and poi to naau puaa (pig intestines and luau leaves) and tripe stew. Must try: the big, juicy pork lau lau; salt meat luau; salt meat watercress.","$$-$$$","www.onohawaiianfoods.com",,
139,"ORCHIDS","Halekulani's casual-elegant restaurant offers exquisite oceanfront scenery and contemporary seafood fare. Orchids is particularly known for its Sunday brunch buffet, a top-notch smorgasbord featuring signature popovers, a suckling pig, prime rib, sushi and sashimi, an omelet station, ice cream bar, the hotel's famous coconut cake and much more. Daily breakfast offerings include poached eggs on Alaskan king crab with hollandaise, a Japanese breakfast with fish and miso soup, popovers and haupia bread French toast. Lunch and dinner feature Orchids' signature Chinese-style steamed onaga, ahi crudo and olive oil poached salmon.","$$$-$$$$","www.halekulani.com",,
140,"PAH KE'S CHINESE RESTAURANT","Fifteen years strong, this beloved Kaneohe restaurant has found its niche serving delicious, MSG-free traditional Hong Kong cuisine, and then some. For one, the secret's out on its gourmet desserts. Folks are flocking for chef/co-owner Raymond Siu's works of art: gold leaf-flecked Chocolate Decadence (a flourless Belgian-chocolate cake), vanilla bean soy milk custard with mango sorbet, Okinawan sweet potato cheese tart, and lilikoi and mango mousse cakes, to name a few. Siu says customers won't let him scratch such fresh Chinese-Hawaiian fusion items as jumbo scallops with asparagus and crispy spinach. And salads such as the ahi sashimi salad with soy-ginger-lime-herb dressing and 'Nalo greens/Maui onion salad have been very popular.","$-$$","www.pahke.com",,
141,"PA'INA CAFE","We love our poke bowls, and Pa'ina Cafe ltes us create our dream bowl from at least seven types of poke, brown or white rice or salad, hot and mild sauces, and 14 toppings including kim chee, taegu, pickled onions, natto, yamaimo, furikake and tempura flakes. If that's too many choices, go with a signature bowl: The Poke Crunch Bowl (teri glaze, tempura flakes) or Hawaiian Poke Bowl (with kalua pig, lomi salmon). But there's more than poke here. Sandwiches, salads, plate lunches and acai bowls all provide fresh, healthy options. Don't forget your drink: choose from Italian cream sodas, flavored iced teas, coffees, green tea lattes and shakes and more. Other top picks: Shichimi seared ahi bowl, steak and shrimp plate, seared ahi plate, and spicy tuna salad.","$","www.painacafe.com",,
142,"PANCAKES & WAFFLES",,,,,
143,"PANYA BISTRO","The familiar blue glow of Annie and Alice Yeung's trendy cafe means slurping laksa and spicy wontons, and sipping fresh lychee martinis and Illy coffee with the BFFs. In its 17th year and with new digs in Hokua, Panya continues to sate us with homestyle comfort food and luscious baked goods, in a chic, modern space with indoor and outdoor seating and that blue-light bar. It's a great place to catch up with friends any time of day. Other dishes we love: oxtail stew, Thai-style steak salad, homemade gyoza. Do save room for dessert. Three words: mango mousse cake.","$$-$$$","www.panyabakery.com",,
145,"PIG & THE LADY, THE",,"$-$$$$","www.thepigandthelady.com",,
146,"PINEAPPLE ROOM, BY ALAN WONG, THE","The little sister to the acclaimed chef's signature restaurant has fun leading hungry shoppers by the nose to its corner of Macy's Ala Moana, offering a gracious rest stop, full bar and the breakfasts and lunches that big brother doesn't get to do. The Alan Wong team's zeal for celebrating the flavors and bounty of Hawaii shines in hapa-haole twists - the kim chee Reuben, kalua pig taro hash eggs Benedict - and local classics such as miso butterfish, braised short ribs and steamed onaga. Popular: Kuahiwi Ranch loco moco, New Zealand salmon ochazuke risotto, Guri Guri cocktail, Haupia Tapioca Halo Halo. And the burger is consistently rated among Oahu's best.","$$-$$$$","www.alanwongs.com",,
147,"PINT+JIGGER","Craft libations, upscale grub and a rustic-modern ambience add up to gastropub greatness for owners Hideo Simon and Dave Newman. No run-of-the-mill bar food here; they smoke their own pork for sliders, case their own brats, make their own lager cheddar cheese and barrel-age their own cocktails. The menu and 21 taps are constantly changing to offer new tastes, save for crowd-pleasing staples such as the P&J Stout Burger (lager cheese, garlic aioli), the Scotch Egg (soft-boiled, wrapped in pork, breaded and deep-fried), the Applewood Smoked Double-Cut Bacon (with spicy corn salsa), the spiral-cut barbecue potato chips, and the Brandy and Bacon Strawberries. As for the libations, you can't go wrong with one of the $10 specialty cocktails: the Mesquite Smoked Manhattan, the Moscow Mule, or the award-winning Smoking Gun; Margarita (with blood orange, fresh lilikoi and smoked macadamia). Very sexy.","$$","www.pintandjigger.com",,
148,"PIONEER SALOON","Pioneer Saloon offers ono local-kine plate lunches with a Japanese flair, so don't let the country-Western name and vibe fool you. Regulars order the ahi (Cajun-style, garlic and grilled), rib-eye, miso salmon, hamburger steak or one of the crisp katsu varieties (chicken, pork hamburger or ahi), perhaps even the beef tongue, but growing in popularity are the garlic scallops and creamy chicken, both new additions to the menu. As if choosing an entree isn't hard enough, you must also pick a rice type. Skip the generic white or brown and go with the shiso wakame or mixed-grains and beans.","$-$$","",,
149,"RESTAURANT KO","Restaurant Ko, which arrived on Honolulu's dining scene in early 2013, has taken its place as a Kaimuki favorite. With a clean, whitewashed design that emphasizes private nooks and cheerful spaces, the Japanese restaurant straddles the line between izakaya and upscale destination, delivering delicious value and enjoyment. A fine way to enjoy the varied offerings is the $55 ""Ko-Course"" kaiseki, nine courses that include a six-choice appetizer, choice of sashimi or beef shabu-shabu salad, the restaurant's signature lotus root manju - a welcome mix of textures in a savory, thickened broth - and a choice of main dish. The restaurant handles raw fish and cooked dishes well; the pleasures include foie gras sauteed with simmered daikon. If the kaiseki dinner is too much, there are myriad choices on the menu to mix it up, from simmered pumpkin to sashimi platters, and wagyu beef served as sushi, carpaccio, tataki or grilled. Bonus: Restaurant Ko is open late - until midnight Sundays and until 2 a.m. Mondays and Wednesdays through Saturdays. (Closed Tuesdays.)","$$$$",,,
150,"RESTAURANT KUNIO","Lots of quality Japanese food to be found here: noodle dishes (udon and soba), donburi, teishoku meals (which come with miso soup and a salad) and combination choices including crispy shrimp tempura, melt-in-your-mouth miso butterfish, fresh sashimi, soft-shell crab, chicken katsu and saba. There's even a sushi bar (which opens daily at 11 a.m.) so have a seat at the counter and watch the sushi chef in action. If there's more than four in your party, ask for the Funamori Boat for a nice sampling of lobster, tempura, teri beef, chicken katsu, sashimi and sushi in an impressive presentation, and it even comes with miso soup and salad for four. Finding a parking stall in Waikele Center AND scoring an open table (no reservations allowed) at Kunio both require patience, but it's always well worth the wait.","$$-$$$","www.restaurantkunio.com",,
151,"ROY'S","As an 'Ilima award winner for 10 years or more, this restaurant Is in the Star Circle for perpetual awards.","$$$","www.royshawaii.com",,
152,"RUMFIRE","RumFire is a happening spot for pau hana drinks and late-night specials while partying to the sounds of live DJs and music. Show up earlier for happy hour (with great food and drink specials) before the crowd fills in to relax, sip on a cocktail (or two) and let yourself be lulled by priceless scenic views overlooking the beach and iconic Diamond Head. Oh, and the food! Perfect for sharing pupu-style, try the kalua pork nachos (slathered with cheddar cheese and a Maui onion salsa), kim chee fried rice and Yukon french fries, or go for the curry banh mi sandwich (actually on a baguette) and fish tacos, which now comes with a corn salsa.","$$-$$$","www.rumfirewaikiki.com",,
